parser_version,uploader_version,source_name,target_redcap_name,update_mode,key_field,notes,source_present,suggested_target_redcap_name,suggested_target_redcap_label,match_score,match_method,match_status
v1.0.0,v1.1.0,gentamicin_high_level_synergy_mic,gentamicin_high_level_synergy_mic,update,FALSE,,NA,crf11_16o1_di,16di Minimum Inhibitory Concentration (MIC µg/ml):Organism 1 . Gentamicin (High level),-11,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,gentamicin_high_level_synergy_interpretation_raw,gentamicin_high_level_synergy_interpretation_raw,update,FALSE,,NA,crf11_16o1_dii,16dii S/I/R Code :Organism 1- . Gentamicin (High level),39.5,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,gentamicin_high_level_synergy_interpretation,gentamicin_high_level_synergy_interpretation,update,FALSE,,NA,NA,NA,25.5,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,vancomycin_mic,vancomycin_mic,update,FALSE,,NA,crf11_16o1_ni,16ni Minimum Inhibitory Concentration (MIC µg/ml):Organism 1 . Vancomycin,-3,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,vancomycin_interpretation_raw,vancomycin_interpretation_raw,update,FALSE,,NA,crf11_16o1_nii,16nii S/I/R Code :Organism 1- . Vancomycin,52.5,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,vancomycin_interpretation,vancomycin_interpretation,update,FALSE,,NA,NA,NA,38.5,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,streptomycin_high_level_synergy_mic,streptomycin_high_level_synergy_mic,update,FALSE,,NA,crf11_16o1_ei,16ei Minimum Inhibitory Concentration (MIC µg/ml):Organism 1 Streptomycin (High Level),-14,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,streptomycin_high_level_synergy_interpretation_raw,streptomycin_high_level_synergy_interpretation_raw,update,FALSE,,NA,crf11_16o1_eii,16eii S/I/R Code :Organism 1- Streptomycin (High Level),36.5,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,streptomycin_high_level_synergy_interpretation,streptomycin_high_level_synergy_interpretation,update,FALSE,,NA,NA,NA,22.5,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,doxycycline_mic,doxycycline_mic,update,FALSE,,NA,crf11_16o1_ui,16ri Minimum Inhibitory Concentration (MIC µg/ml):Organism 1 Doxycycline,-4.5,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,doxycycline_interpretation_raw,doxycycline_interpretation_raw,update,FALSE,,NA,crf11_16o1_uii,16rii S/I/R Code :Organism 1- Doxycycline,49.5,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,doxycycline_interpretation,doxycycline_interpretation,update,FALSE,,NA,NA,NA,35.5,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,gentamicin_mic,gentamicin_mic,update,FALSE,,NA,crf11_15o1_mi,15mi Minimum Inhibitory Concentration (MIC µg/ml): Organism 1- Gentamicin,-1.5,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,gentamicin_interpretation_raw,gentamicin_interpretation_raw,update,FALSE,,NA,crf11_15o1_mii,15mii S/I/R Code: Organism 1- . Gentamicin,54,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,gentamicin_interpretation,gentamicin_interpretation,update,FALSE,,NA,NA,NA,40,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,tetracycline_mic,tetracycline_mic,update,FALSE,,NA,crf11_15o1_ui,15si Minimum Inhibitory Concentration (MIC µg/ml): Organism 1-  Tetracycline,-4.5,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,tetracycline_interpretation_raw,tetracycline_interpretation_raw,update,FALSE,,NA,crf11_15o1_uii,15sii S/I/R Code: Organism 1-  Tetracycline,49.5,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,tetracycline_interpretation,tetracycline_interpretation,update,FALSE,,NA,NA,NA,35.5,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,ciprofloxacin_mic,ciprofloxacin_mic,update,FALSE,,NA,crf11_15o1_pi,15pi Minimum Inhibitory Concentration (MIC µg/ml): Organism 1- Ciprofloxacin,-5.5,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,ciprofloxacin_interpretation_raw,ciprofloxacin_interpretation_raw,update,FALSE,,NA,crf11_15o1_pii,15pii S/I/R Code: Organism 1- Ciprofloxacin,48,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,ciprofloxacin_interpretation,ciprofloxacin_interpretation,update,FALSE,,NA,NA,NA,34,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,tigecycline_mic,tigecycline_mic,update,FALSE,,NA,crf11_16o1_pi,16pi Minimum Inhibitory Concentration (MIC µg/ml):Organism 1  Tigecycline,-4.5,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,tigecycline_interpretation_raw,tigecycline_interpretation_raw,update,FALSE,,NA,crf11_16o1_pii,16pii S/I/R Code :Organism 1-  Tigecycline,49.5,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,tigecycline_interpretation,tigecycline_interpretation,update,FALSE,,NA,NA,NA,35.5,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,levofloxacin_mic,levofloxacin_mic,update,FALSE,,NA,crf11_15o1_qi,15qi Minimum Inhibitory Concentration (MIC µg/ml): Organism 1- Levofloxacin,-5.5,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,levofloxacin_interpretation_raw,levofloxacin_interpretation_raw,update,FALSE,,NA,crf11_15o1_qii,15qii S/I/R Code: Organism 1- Levofloxacin,48,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,levofloxacin_interpretation,levofloxacin_interpretation,update,FALSE,,NA,NA,NA,34,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,nitrofurantoin_mic,nitrofurantoin_mic,update,FALSE,,NA,crf11_15o1_ri,15ri Minimum Inhibitory Concentration (MIC µg/ml): Organism 1- Nitrofurantoin,-5.5,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,nitrofurantoin_interpretation_raw,nitrofurantoin_interpretation_raw,update,FALSE,,NA,crf11_15o1_rii,15rii S/I/R Code: Organism 1- Nitrofurantoin,48,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,nitrofurantoin_interpretation,nitrofurantoin_interpretation,update,FALSE,,NA,NA,NA,34,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,moxifloxacin_mic,moxifloxacin_mic,update,FALSE,,NA,crf11_16o1_ii,16ii Minimum Inhibitory Concentration (MIC µg/ml):Organism 1 Moxifloxacin,-5.5,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,moxifloxacin_interpretation_raw,moxifloxacin_interpretation_raw,update,FALSE,,NA,crf11_16o1_iii,16iii  S/I/R Code :Organism 1- Moxifloxacin,48,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,moxifloxacin_interpretation,moxifloxacin_interpretation,update,FALSE,,NA,NA,NA,34,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,rifampicin_mic,rifampicin_mic,update,FALSE,,NA,crf11_16o1_ri,16ri Minimum Inhibitory Concentration (MIC µg/ml):Organism 1 Rifampicin,-1.5,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,rifampicin_interpretation_raw,rifampicin_interpretation_raw,update,FALSE,,NA,crf11_16o1_rii,16rii S/I/R Code :Organism 1- Rifampicin,54,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,rifampicin_interpretation,rifampicin_interpretation,update,FALSE,,NA,NA,NA,40,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,inducible_clindamycin_resistance_mic,inducible_clindamycin_resistance_mic,update,FALSE,,NA,crf11_15o1_ti,15si Minimum Inhibitory Concentration (MIC µg/ml): Organism 1-  Inducible Clindamycin resistance,-14,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,inducible_clindamycin_resistance_interpretation_raw,inducible_clindamycin_resistance_interpretation_raw,update,FALSE,,NA,crf11_15o1_tii,15sii S/I/R Code: Organism 1-  Inducible Clindamycin resistance,36.5,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,inducible_clindamycin_resistance_interpretation,inducible_clindamycin_resistance_interpretation,update,FALSE,,NA,NA,NA,22.5,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,trimethoprim_sulfamethoxazole_mic,trimethoprim_sulfamethoxazole_mic,update,FALSE,,NA,crf11_15o1_si,15si Minimum Inhibitory Concentration (MIC µg/ml): Organism 1-  Trimethoprim/ Sulfamethoxazole,-19.5,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,trimethoprim_sulfamethoxazole_interpretation_raw,trimethoprim_sulfamethoxazole_interpretation_raw,update,FALSE,,NA,crf11_15o1_sii,15sii S/I/R Code: Organism 1-  Trimethoprim/ Sulfamethoxazole,32.5,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,trimethoprim_sulfamethoxazole_interpretation,trimethoprim_sulfamethoxazole_interpretation,update,FALSE,,NA,NA,NA,18.5,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,erythromycin_mic,erythromycin_mic,update,FALSE,,NA,crf11_16o1_si,16ri Minimum Inhibitory Concentration (MIC µg/ml):Organism 1 Erythromycin,-5.5,token_overlap_field_label,low_confidence
v1.0.0,v1.1.0,erythromycin_interpretation_raw,erythromycin_interpretation_raw,update,FALSE,,NA,crf11_16o1_sii,16rii S/I/R Code :Organism 1- Erythromycin,49.5,susceptibility_semantics,needs_review
v1.0.0,v1.1.0,erythromycin_interpretation,erythromycin_interpretation,update,FALSE,,NA,NA,NA,35.5,token_overlap_field_label,left_unmapped_low_confidence
v1.0.0,v1.1.0,id_analysis_messages,,update,FALSE,,NA,NA,NA,-9.5,token_overlap_field_name,left_unmapped_parser_metadata
v1.0.0,v1.1.0,comments,comments,update,FALSE,,NA,crf11a_21_v2b,Comments:,84,exact_field_label,high_confidence
v1.0.0,v1.1.0,isolate_2,isolate_2,update,FALSE,,NA,crf11_10a_bi,Organism 2 ID,85.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,isolate_status_2,,update,FALSE,,NA,NA,NA,66.5,isolate_slot_semantics,left_unmapped_parser_metadata
v1.0.0,v1.1.0,selected_organism_2,,update,FALSE,,NA,NA,NA,63.5,isolate_slot_semantics,left_unmapped_parser_metadata
v1.0.0,v1.1.0,mcfarland_2,,update,FALSE,,NA,NA,NA,70,isolate_slot_semantics,left_unmapped_parser_metadata
v1.0.0,v1.1.0,id_card_2,,update,FALSE,,NA,NA,NA,70,isolate_slot_semantics,left_unmapped_parser_metadata
v1.0.0,v1.1.0,organism_origin_2,,update,FALSE,,NA,NA,NA,64.5,isolate_slot_semantics,left_unmapped_parser_metadata
v1.0.0,v1.1.0,identified_organism_2,identified_organism_2,update,FALSE,,NA,crf11_2,2 Date and time Received,63.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,organism_probability_pct_2,,update,FALSE,,NA,NA,NA,55.5,isolate_slot_semantics,left_unmapped_parser_metadata
v1.0.0,v1.1.0,id_confidence_2,,update,FALSE,,NA,NA,NA,67.5,isolate_slot_semantics,left_unmapped_parser_metadata
v1.0.0,v1.1.0,cefoxitin_screen_mic_2,cefoxitin_screen_mic_2,update,FALSE,,NA,crf11_16o2_ai,16ai Minimum Inhibitory Concentration (MIC µg/ml):Organism 2 Cefoxitin Screen,72,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,cefoxitin_screen_interpretation_raw_2,cefoxitin_screen_interpretation_raw_2,update,FALSE,,NA,crf11_16o2_aii,16aii S/I/R Code :Organism 2- Cefoxitin Screen,126,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,cefoxitin_screen_interpretation_2,cefoxitin_screen_interpretation_2,update,FALSE,,NA,crf11_16o2_aii,16aii S/I/R Code :Organism 2- Cefoxitin Screen,112,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,clindamycin_mic_2,clindamycin_mic_2,update,FALSE,,NA,crf11_16o2_ji,16ji Minimum Inhibitory Concentration (MIC µg/ml):Organism 2 Clindamycin,68.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,clindamycin_interpretation_raw_2,clindamycin_interpretation_raw_2,update,FALSE,,NA,crf11_16o2_jii,16jii S/I/R Code :Organism 2- Clindamycin,125,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,clindamycin_interpretation_2,clindamycin_interpretation_2,update,FALSE,,NA,crf11_16o2_jii,16jii S/I/R Code :Organism 2- Clindamycin,111,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,ampicillin_mic_2,ampicillin_mic_2,update,FALSE,,NA,crf11_15o2_bi,15bi Minimum Inhibitory Concentration (MIC µg/ml): Organism 2- Ampicillin,74,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,ampicillin_interpretation_raw_2,ampicillin_interpretation_raw_2,update,FALSE,,NA,crf11_15o2_bii,15bii S/I/R Code: Organism 2- Ampicillin,126.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,ampicillin_interpretation_2,ampicillin_interpretation_2,update,FALSE,,NA,crf11_15o2_bii,15bii S/I/R Code: Organism 2- Ampicillin,112.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,linezolid_mic_2,linezolid_mic_2,update,FALSE,,NA,crf11_16o2_ki,16ki Minimum Inhibitory Concentration (MIC µg/ml):Organism 2  Linezolid,70,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,linezolid_interpretation_raw_2,linezolid_interpretation_raw_2,update,FALSE,,NA,crf11_16o2_kii,16kii S/I/R Code :Organism 2-  Linezolid,126.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,linezolid_interpretation_2,linezolid_interpretation_2,update,FALSE,,NA,crf11_16o2_kii,16kii S/I/R Code :Organism 2-  Linezolid,112.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,oxacillin_mic_2,oxacillin_mic_2,update,FALSE,,NA,crf11_16o2_ci,16ci Minimum Inhibitory Concentration (MIC µg/ml):Organism 2 . Oxacillin,71.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,oxacillin_interpretation_raw_2,oxacillin_interpretation_raw_2,update,FALSE,,NA,crf11_16o2_cii,16cii S/I/R Code :Organism 2- . Oxacillin,128,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,oxacillin_interpretation_2,oxacillin_interpretation_2,update,FALSE,,NA,crf11_16o2_cii,16cii S/I/R Code :Organism 2- . Oxacillin,114,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,daptomycin_mic_2,daptomycin_mic_2,update,FALSE,,NA,crf11_16o2_mi,16mi Minimum Inhibitory Concentration (MIC µg/ml):Organism 2 Daptomycin,73,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,daptomycin_interpretation_raw_2,daptomycin_interpretation_raw_2,update,FALSE,,NA,crf11_16o2_mii,16mii S/I/R Code :Organism 2- Daptomycin,128,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,daptomycin_interpretation_2,daptomycin_interpretation_2,update,FALSE,,NA,crf11_16o2_mii,16mii S/I/R Code :Organism 2- Daptomycin,114,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,gentamicin_high_level_synergy_mic_2,gentamicin_high_level_synergy_mic_2,update,FALSE,,NA,crf11_16o2_di,16di Minimum Inhibitory Concentration (MIC µg/ml):Organism 2 . Gentamicin (High level),63,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,gentamicin_high_level_synergy_interpretation_raw_2,gentamicin_high_level_synergy_interpretation_raw_2,update,FALSE,,NA,crf11_16o2_dii,16dii S/I/R Code :Organism 2- . Gentamicin (High level),113.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,gentamicin_high_level_synergy_interpretation_2,gentamicin_high_level_synergy_interpretation_2,update,FALSE,,NA,crf11_16o2_dii,16dii S/I/R Code :Organism 2- . Gentamicin (High level),99.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,vancomycin_mic_2,vancomycin_mic_2,update,FALSE,,NA,crf11_16o2_ni,16ni Minimum Inhibitory Concentration (MIC µg/ml):Organism 2 . Vancomycin,71.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,vancomycin_interpretation_raw_2,vancomycin_interpretation_raw_2,update,FALSE,,NA,crf11_16o2_nii,16nii S/I/R Code :Organism 2- . Vancomycin,126.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,vancomycin_interpretation_2,vancomycin_interpretation_2,update,FALSE,,NA,crf11_16o2_nii,16nii S/I/R Code :Organism 2- . Vancomycin,112.5,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,streptomycin_high_level_synergy_mic_2,streptomycin_high_level_synergy_mic_2,update,FALSE,,NA,crf11_16o2_ei,16ei Minimum Inhibitory Concentration (MIC µg/ml):Organism 2 Streptomycin (High Level),60,isolate_slot_semantics,needs_review
v1.0.0,v1.1.0,streptomycin_high_level_synergy_interpretation_raw_2,streptomycin_high_level_synergy_interpretation_raw_2,update,FALSE,,NA,crf11_16o2_eii,16eii S/I/R Code :Organism 2- Streptomycin (High Level),110.5,isolate_slot_semantics,needs_review
